#                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name            accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#    ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ga0505706_00153685_orf13 -          XXXIV                -            7.4e-14   47.4   8.4   8.9e-14   47.1   8.4   1.1   1   0   0   1   1   1   1 -
Ga0505706_00117367_orf16 -          XXXIV                -            9.3e-14   47.0   9.7   1.1e-13   46.8   9.7   1.1   1   0   0   1   1   1   1 -
Ga0505706_00231171_orf13 -          XXXIV                -            1.2e-13   46.6   9.8   1.2e-13   46.6   9.8   1.4   1   1   0   1   1   1   1 -
Ga0505706_00344671_orf2  -          XXXIV                -            1.7e-13   46.2   8.4   1.9e-13   46.1   8.4   1.1   1   0   0   1   1   1   1 -
Ga0505706_00425488_orf4  -          XXXIV                -            1.8e-13   46.1   2.1   2.9e-13   45.5   2.1   1.2   1   0   0   1   1   1   1 -
Ga0505706_00087319_orf24 -          XXXIV                -            2.2e-13   45.9  10.5   3.8e-13   45.1  10.5   1.5   1   1   0   1   1   1   1 -
Ga0505706_00072834_orf14 -          XXXIV                -            5.3e-13   44.6   4.0   6.3e-13   44.4   4.0   1.1   1   0   0   1   1   1   1 -
Ga0500022_002121_orf14   -          XXXIV                -            1.7e-12   43.0   7.3     2e-12   42.8   7.3   1.1   1   0   0   1   1   1   1 -
Ga0505706_00137823_orf2  -          XXXIV                -            2.7e-12   42.3   2.5   3.2e-12   42.1   2.5   1.1   1   0   0   1   1   1   1 -
Ga0500009_001431_orf25   -          XXXIV                -            4.3e-12   41.7   8.4   4.7e-12   41.6   8.4   1.0   1   0   0   1   1   1   1 -
Ga0505706_00067931_orf10 -          XXXIV                -            5.5e-12   41.4   7.1   5.9e-12   41.3   7.1   1.0   1   0   0   1   1   1   1 -
Ga0505706_00344671_orf1  -          XXXIV                -            6.4e-12   41.1   2.3   6.8e-12   41.1   2.3   1.0   1   0   0   1   1   1   1 -
Ga0505706_00093977_orf14 -          XXXIV                -            8.9e-12   40.7   5.5   1.1e-11   40.4   5.5   1.1   1   0   0   1   1   1   1 -
Ga0505706_00075641_orf19 -          XXXIV                -            4.1e-11   38.6  12.1   4.7e-11   38.4  11.8   1.2   1   1   0   1   1   1   1 -
Ga0501157_006299_orf3    -          XXXIV                -            1.2e-10   37.1   5.3   1.3e-10   37.0   5.3   1.0   1   0   0   1   1   1   1 -
Ga0505706_00067931_orf11 -          XXXIV                -            1.8e-10   36.5   8.8   1.8e-10   36.5   8.8   2.4   1   1   0   2   2   1   1 -
Ga0505706_00075008_orf18 -          XXXIV                -            1.9e-10   36.4   3.3   2.9e-10   35.8   3.3   1.4   1   1   0   1   1   1   1 -
Ga0505706_00093977_orf15 -          XXXIV                -            7.4e-10   34.5   4.2   7.8e-10   34.5   4.2   1.0   1   0   0   1   1   1   1 -
Ga0505706_00373652_orf10 -          XXXIV                -            1.1e-09   34.0  11.9   1.1e-09   34.0  11.9   2.7   1   1   2   3   3   3   1 -
Ga0505706_00084834_orf11 -          XXXIV                -            5.8e-09   31.7   5.8   6.5e-09   31.5   5.8   1.1   1   0   0   1   1   1   1 -
Ga0505706_00072834_orf15 -          XXXIV                -            8.8e-09   31.1  12.0   9.5e-09   31.0  12.0   1.1   1   0   0   1   1   1   1 -
Ga0505706_00075008_orf17 -          XXXIV                -            4.7e-08   28.8   7.8   6.2e-08   28.4   7.8   1.2   1   0   0   1   1   1   1 -
Ga0505706_00425488_orf5  -          XXXIV                -              5e-08   28.7   8.8   5.3e-08   28.6   8.4   1.3   1   1   0   1   1   1   1 -
Ga0505706_00098891_orf13 -          XXXIV                -            6.6e-08   28.3  12.2   6.6e-08   28.3  12.2   1.8   2   0   0   2   2   2   1 -
Ga0505706_00138351_orf15 -          XXXIV                -            1.5e-07   27.1   5.0   1.6e-07   27.1   5.0   1.0   1   0   0   1   1   1   1 -
Ga0505706_00137823_orf3  -          XXXIV                -            1.9e-07   26.9   3.6   2.1e-07   26.7   3.6   1.1   1   0   0   1   1   1   1 -
Ga0505706_00969868_orf1  -          XXXIV                -            1.9e-07   26.8   2.3   1.9e-07   26.8   2.3   1.0   1   0   0   1   1   1   1 -
Ga0505706_00332338_orf13 -          XXXIV                -            2.4e-05   20.1   6.1    0.0001   18.1   6.1   1.8   1   1   0   1   1   1   1 -
Ga0505706_00067931_orf2  -          XXXIV                -            2.7e-05   19.9   3.8   2.7e-05   19.9   3.8   2.3   1   1   1   2   2   1   1 -
#
# Program:         hmmsearch
# Version:         3.3.1 (Jul 2020)
# Pipeline mode:   SEARCH
# Query file:      ../data/models/hmm/prd.hmm
# Target file:     ../data/tecti_genomes/JGI_IMGVR/hmmer/all_jgi_orfs.faa
# Option settings: hmmsearch --tblout ../data/tecti_genomes/JGI_IMGVR/hmmer/all_prd_models.tbl ../data/models/hmm/prd.hmm ../data/tecti_genomes/JGI_IMGVR/hmmer/all_jgi_orfs.faa 
# Current dir:     /n/data1/hms/dbmi/baym/nquinones/2022_QuinonesOlvera-Owen/figures/Fig3/notebooks
# Date:            Fri Feb 10 14:34:12 2023
# [ok]
